symbol,side,type,quantity,limit_price
MATICUSDT,SELL,MARKET,3.97,0
XRPUSDT,BUY,MARKET,4.32,0
MATICUSDT,SELL,MARKET,8.11,0
AVAXUSDT,BUY,MARKET,0.34,0
BTCUSDT,SELL,MARKET,17.8,0
DOGEUSDT,BUY,MARKET,1.05,0
MATICUSDT,BUY,MARKET,3.3,0
ETHUSDT,SELL,MARKET,16.97,0
AVAXUSDT,SELL,MARKET,7.88,0
AVAXUSDT,SELL,MARKET,10.85,0
MATICUSDT,SELL,MARKET,5.24,0
BNBUSDT,BUY,MARKET,1.65,0
ETHUSDT,BUY,MARKET,6.11,0
DOTUSDT,SELL,MARKET,11.17,0
DOTUSDT,SELL,MARKET,1.21,0
SOLUSDT,BUY,MARKET,10.78,0
BTCUSDT,SELL,MARKET,0.88,0
MATICUSDT,BUY,MARKET,5.71,0
XRPUSDT,SELL,MARKET,18.09,0
SOLUSDT,SELL,MARKET,12.22,0
ADAUSDT,SELL,MARKET,0.65,0
AVAXUSDT,SELL,MARKET,9.05,0
MATICUSDT,SELL,MARKET,12.72,0
ETHUSDT,SELL,MARKET,0.46,0
ADAUSDT,BUY,MARKET,11.82,0
XRPUSDT,SELL,MARKET,18.93,0
DOGEUSDT,SELL,MARKET,19.68,0
DOTUSDT,SELL,MARKET,13.48,0
AVAXUSDT,SELL,MARKET,9.93,0
BNBUSDT,SELL,MARKET,15.6,0
ADAUSDT,SELL,MARKET,14.84,0
BNBUSDT,BUY,MARKET,0.16,0
BNBUSDT,BUY,MARKET,6.76,0
XRPUSDT,SELL,MARKET,17.94,0
DOTUSDT,BUY,MARKET,3.41,0
MATICUSDT,SELL,MARKET,10.04,0
DOGEUSDT,SELL,MARKET,18.65,0
DOGEUSDT,SELL,MARKET,18.22,0
MATICUSDT,SELL,MARKET,14.38,0
BTCUSDT,SELL,MARKET,4.53,0
DOTUSDT,BUY,MARKET,15.91,0
BTCUSDT,BUY,MARKET,4.74,0
SOLUSDT,BUY,MARKET,5.76,0
MATICUSDT,BUY,MARKET,7.24,0
DOTUSDT,BUY,MARKET,11.51,0
SOLUSDT,BUY,MARKET,2.81,0
ADAUSDT,SELL,MARKET,6.63,0
XRPUSDT,BUY,MARKET,8.54,0
ADAUSDT,SELL,MARKET,12.51,0
SOLUSDT,BUY,MARKET,9.64,0
BNBUSDT,BUY,MARKET,7.49,0
AVAXUSDT,BUY,MARKET,11.51,0
SOLUSDT,BUY,MARKET,19.68,0
ETHUSDT,BUY,MARKET,8.92,0
DOTUSDT,SELL,MARKET,14.97,0
SOLUSDT,SELL,MARKET,17.18,0
AVAXUSDT,BUY,MARKET,3.43,0
DOTUSDT,BUY,MARKET,1.02,0
MATICUSDT,BUY,MARKET,7.14,0
BTCUSDT,BUY,MARKET,10.61,0
ADAUSDT,SELL,MARKET,19.15,0
XRPUSDT,BUY,MARKET,12.92,0
BNBUSDT,BUY,MARKET,2.27,0
AVAXUSDT,BUY,MARKET,6.49,0
BNBUSDT,BUY,MARKET,5.67,0
DOGEUSDT,SELL,MARKET,10.78,0
SOLUSDT,SELL,MARKET,2.92,0
ETHUSDT,BUY,MARKET,11.53,0
SOLUSDT,BUY,MARKET,11.4,0
DOGEUSDT,BUY,MARKET,1.51,0
BNBUSDT,SELL,MARKET,1.49,0
AVAXUSDT,BUY,MARKET,6.21,0
XRPUSDT,SELL,MARKET,15.56,0
BTCUSDT,SELL,MARKET,6.25,0
XRPUSDT,SELL,MARKET,4.76,0
ETHUSDT,SELL,MARKET,18.34,0
SOLUSDT,BUY,MARKET,1.8,0
AVAXUSDT,SELL,MARKET,1.0,0
ETHUSDT,SELL,MARKET,4.39,0
DOTUSDT,BUY,MARKET,8.78,0
XRPUSDT,BUY,MARKET,6.21,0
BTCUSDT,SELL,MARKET,5.32,0
AVAXUSDT,BUY,MARKET,12.09,0
ADAUSDT,SELL,MARKET,15.68,0
AVAXUSDT,SELL,MARKET,11.71,0
ETHUSDT,BUY,MARKET,9.13,0
DOTUSDT,BUY,MARKET,18.5,0
ETHUSDT,SELL,MARKET,0.94,0
XRPUSDT,BUY,MARKET,17.0,0
BTCUSDT,BUY,MARKET,8.11,0
ADAUSDT,SELL,MARKET,5.44,0
DOTUSDT,BUY,MARKET,14.74,0
ADAUSDT,SELL,MARKET,19.66,0
DOGEUSDT,SELL,MARKET,5.58,0
BNBUSDT,BUY,MARKET,11.09,0
DOTUSDT,SELL,MARKET,15.89,0
ETHUSDT,SELL,MARKET,19.0,0
ADAUSDT,SELL,MARKET,1.53,0
SOLUSDT,SELL,MARKET,11.89,0
XRPUSDT,BUY,MARKET,1.97,0
AVAXUSDT,BUY,MARKET,5.18,0
BNBUSDT,SELL,MARKET,11.05,0
ADAUSDT,BUY,MARKET,19.48,0
ETHUSDT,SELL,MARKET,10.28,0
BTCUSDT,SELL,MARKET,0.85,0
BTCUSDT,BUY,MARKET,2.51,0
XRPUSDT,SELL,MARKET,15.08,0
AVAXUSDT,SELL,MARKET,2.97,0
DOGEUSDT,SELL,MARKET,7.28,0
SOLUSDT,BUY,MARKET,18.26,0
MATICUSDT,SELL,MARKET,2.62,0
MATICUSDT,BUY,MARKET,4.83,0
ETHUSDT,SELL,MARKET,8.23,0
AVAXUSDT,SELL,MARKET,12.56,0
MATICUSDT,BUY,MARKET,0.65,0
DOTUSDT,SELL,MARKET,7.47,0
BTCUSDT,SELL,MARKET,3.36,0
DOGEUSDT,BUY,MARKET,15.32,0
BNBUSDT,BUY,MARKET,5.9,0
ADAUSDT,BUY,MARKET,10.07,0
BTCUSDT,BUY,MARKET,0.66,0
BTCUSDT,BUY,MARKET,3.13,0
XRPUSDT,SELL,MARKET,12.4,0
AVAXUSDT,SELL,MARKET,3.17,0
XRPUSDT,BUY,MARKET,8.53,0
DOGEUSDT,BUY,MARKET,12.3,0
MATICUSDT,BUY,MARKET,18.88,0
SOLUSDT,BUY,MARKET,18.25,0
DOTUSDT,BUY,MARKET,16.16,0
DOTUSDT,SELL,MARKET,0.7,0
SOLUSDT,BUY,MARKET,15.87,0
SOLUSDT,SELL,MARKET,2.83,0
MATICUSDT,BUY,MARKET,10.61,0
SOLUSDT,SELL,MARKET,17.88,0
BTCUSDT,BUY,MARKET,18.18,0
ETHUSDT,SELL,MARKET,6.09,0
BTCUSDT,SELL,MARKET,13.68,0
SOLUSDT,SELL,MARKET,11.08,0
BTCUSDT,BUY,MARKET,14.09,0
DOGEUSDT,BUY,MARKET,15.76,0
BNBUSDT,SELL,MARKET,12.24,0
DOGEUSDT,SELL,MARKET,0.28,0
AVAXUSDT,SELL,MARKET,18.12,0
BTCUSDT,SELL,MARKET,13.3,0
DOGEUSDT,SELL,MARKET,3.71,0
BTCUSDT,BUY,MARKET,9.0,0
DOTUSDT,SELL,MARKET,14.55,0
ETHUSDT,BUY,MARKET,0.68,0
AVAXUSDT,SELL,MARKET,11.29,0
DOGEUSDT,SELL,MARKET,7.87,0
BNBUSDT,SELL,MARKET,8.63,0
ETHUSDT,BUY,MARKET,8.87,0
ADAUSDT,BUY,MARKET,2.37,0
XRPUSDT,SELL,MARKET,11.34,0
XRPUSDT,BUY,MARKET,15.25,0
BNBUSDT,BUY,MARKET,0.86,0
SOLUSDT,BUY,MARKET,1.53,0
ADAUSDT,SELL,MARKET,9.16,0
BTCUSDT,SELL,MARKET,14.71,0
XRPUSDT,SELL,MARKET,14.95,0
AVAXUSDT,SELL,MARKET,17.57,0
BNBUSDT,BUY,MARKET,12.32,0
BTCUSDT,BUY,MARKET,16.7,0
ADAUSDT,SELL,MARKET,0.34,0
SOLUSDT,SELL,MARKET,7.73,0
SOLUSDT,SELL,MARKET,2.99,0
BTCUSDT,BUY,MARKET,2.12,0
AVAXUSDT,BUY,MARKET,8.48,0
SOLUSDT,SELL,MARKET,15.44,0
XRPUSDT,BUY,MARKET,18.91,0
ETHUSDT,SELL,MARKET,9.96,0
XRPUSDT,SELL,MARKET,15.74,0
DOGEUSDT,BUY,MARKET,18.6,0
ADAUSDT,SELL,MARKET,6.58,0
BNBUSDT,SELL,MARKET,13.63,0
XRPUSDT,SELL,MARKET,5.85,0
DOGEUSDT,SELL,MARKET,18.51,0
ADAUSDT,SELL,MARKET,17.08,0
XRPUSDT,BUY,MARKET,12.84,0
ADAUSDT,BUY,MARKET,13.15,0
AVAXUSDT,BUY,MARKET,14.15,0
AVAXUSDT,SELL,MARKET,18.01,0
ETHUSDT,BUY,MARKET,1.85,0
XRPUSDT,SELL,MARKET,10.44,0
XRPUSDT,BUY,MARKET,2.43,0
XRPUSDT,BUY,MARKET,17.33,0
DOTUSDT,BUY,MARKET,2.64,0
SOLUSDT,BUY,MARKET,18.06,0
AVAXUSDT,BUY,MARKET,6.11,0
DOTUSDT,BUY,MARKET,10.5,0
AVAXUSDT,SELL,MARKET,19.55,0
DOTUSDT,BUY,MARKET,12.13,0
XRPUSDT,BUY,MARKET,2.98,0
BNBUSDT,SELL,MARKET,3.84,0
ETHUSDT,BUY,MARKET,7.72,0
DOTUSDT,BUY,MARKET,10.06,0
BNBUSDT,BUY,MARKET,0.78,0
BTCUSDT,SELL,MARKET,17.52,0
BNBUSDT,BUY,MARKET,7.95,0
ETHUSDT,SELL,MARKET,11.85,0
ETHUSDT,BUY,MARKET,5.89,0
ADAUSDT,BUY,MARKET,19.98,0
ADAUSDT,SELL,MARKET,7.42,0
AVAXUSDT,BUY,MARKET,15.07,0
BTCUSDT,SELL,MARKET,18.25,0
ETHUSDT,BUY,MARKET,6.91,0
DOTUSDT,BUY,MARKET,12.13,0
XRPUSDT,SELL,MARKET,13.74,0
DOGEUSDT,BUY,MARKET,14.4,0
ADAUSDT,SELL,MARKET,4.81,0
MATICUSDT,BUY,MARKET,18.29,0
AVAXUSDT,SELL,MARKET,10.9,0
BTCUSDT,BUY,MARKET,7.72,0
SOLUSDT,SELL,MARKET,2.75,0
DOTUSDT,SELL,MARKET,12.62,0
ADAUSDT,SELL,MARKET,0.7,0
DOGEUSDT,SELL,MARKET,19.81,0
BTCUSDT,SELL,MARKET,1.13,0
MATICUSDT,SELL,MARKET,5.74,0
SOLUSDT,BUY,MARKET,19.29,0
AVAXUSDT,SELL,MARKET,12.23,0
ETHUSDT,SELL,MARKET,5.36,0
ETHUSDT,BUY,MARKET,4.01,0
SOLUSDT,BUY,MARKET,12.54,0
AVAXUSDT,BUY,MARKET,9.74,0
XRPUSDT,SELL,MARKET,1.29,0
ADAUSDT,SELL,MARKET,5.52,0
BNBUSDT,SELL,MARKET,17.6,0
DOTUSDT,BUY,MARKET,3.17,0
MATICUSDT,SELL,MARKET,18.95,0
DOTUSDT,SELL,MARKET,19.46,0
DOTUSDT,SELL,MARKET,4.87,0
ETHUSDT,SELL,MARKET,13.23,0
BNBUSDT,BUY,MARKET,12.76,0
XRPUSDT,BUY,MARKET,10.75,0
SOLUSDT,SELL,MARKET,1.98,0
BNBUSDT,SELL,MARKET,14.93,0
BTCUSDT,SELL,MARKET,14.91,0
AVAXUSDT,BUY,MARKET,5.29,0
AVAXUSDT,SELL,MARKET,6.76,0
DOGEUSDT,SELL,MARKET,14.7,0
AVAXUSDT,SELL,MARKET,4.59,0
BTCUSDT,BUY,MARKET,15.97,0
BTCUSDT,BUY,MARKET,8.05,0
MATICUSDT,BUY,MARKET,9.25,0
DOTUSDT,BUY,MARKET,18.88,0
MATICUSDT,BUY,MARKET,1.38,0
AVAXUSDT,SELL,MARKET,6.28,0
MATICUSDT,SELL,MARKET,3.32,0
ADAUSDT,BUY,MARKET,8.79,0
DOGEUSDT,BUY,MARKET,8.07,0
SOLUSDT,SELL,MARKET,4.2,0
BTCUSDT,SELL,MARKET,4.79,0
ETHUSDT,BUY,MARKET,8.06,0
MATICUSDT,BUY,MARKET,9.16,0
BNBUSDT,SELL,MARKET,8.77,0
ADAUSDT,SELL,MARKET,10.3,0
BTCUSDT,BUY,MARKET,15.01,0
BNBUSDT,BUY,MARKET,15.01,0
MATICUSDT,BUY,MARKET,14.32,0
ETHUSDT,SELL,MARKET,4.21,0
DOTUSDT,SELL,MARKET,13.96,0
DOTUSDT,BUY,MARKET,17.86,0
ADAUSDT,BUY,MARKET,6.86,0
BTCUSDT,BUY,MARKET,2.92,0
SOLUSDT,SELL,MARKET,14.0,0
DOTUSDT,BUY,MARKET,10.78,0
BTCUSDT,BUY,MARKET,4.9,0
SOLUSDT,BUY,MARKET,18.99,0
DOTUSDT,BUY,MARKET,5.76,0
SOLUSDT,BUY,MARKET,8.36,0
BTCUSDT,SELL,MARKET,13.77,0
SOLUSDT,BUY,MARKET,7.91,0
ETHUSDT,SELL,MARKET,16.53,0
ADAUSDT,BUY,MARKET,2.73,0
ETHUSDT,SELL,MARKET,13.57,0
XRPUSDT,SELL,MARKET,17.61,0
ETHUSDT,BUY,MARKET,0.71,0
DOGEUSDT,BUY,MARKET,8.1,0
BTCUSDT,SELL,MARKET,2.58,0
DOGEUSDT,BUY,MARKET,3.76,0
DOTUSDT,BUY,MARKET,7.18,0
BNBUSDT,BUY,MARKET,6.59,0
BNBUSDT,BUY,MARKET,8.11,0
BNBUSDT,SELL,MARKET,17.02,0
DOTUSDT,SELL,MARKET,11.63,0
XRPUSDT,BUY,MARKET,6.6,0
BTCUSDT,BUY,MARKET,2.52,0
MATICUSDT,SELL,MARKET,13.34,0
BNBUSDT,BUY,MARKET,16.08,0
ADAUSDT,BUY,MARKET,15.67,0
XRPUSDT,BUY,MARKET,8.34,0
BTCUSDT,SELL,MARKET,5.98,0
AVAXUSDT,SELL,MARKET,0.26,0
DOTUSDT,BUY,MARKET,5.31,0
MATICUSDT,BUY,MARKET,12.09,0
XRPUSDT,SELL,MARKET,2.32,0
MATICUSDT,BUY,MARKET,5.08,0
SOLUSDT,SELL,MARKET,18.72,0
XRPUSDT,SELL,MARKET,14.28,0
XRPUSDT,BUY,MARKET,12.22,0
ADAUSDT,BUY,MARKET,5.36,0
ADAUSDT,BUY,MARKET,0.59,0
AVAXUSDT,SELL,MARKET,8.44,0
ETHUSDT,BUY,MARKET,10.5,0
ADAUSDT,SELL,MARKET,6.67,0
MATICUSDT,BUY,MARKET,9.69,0
AVAXUSDT,SELL,MARKET,8.3,0
AVAXUSDT,SELL,MARKET,16.19,0
ADAUSDT,BUY,MARKET,13.88,0
ETHUSDT,SELL,MARKET,16.8,0
BNBUSDT,BUY,MARKET,9.96,0
DOGEUSDT,SELL,MARKET,10.5,0
MATICUSDT,BUY,MARKET,17.79,0
BNBUSDT,SELL,MARKET,9.72,0
BTCUSDT,BUY,MARKET,18.7,0
BTCUSDT,BUY,MARKET,11.58,0
MATICUSDT,BUY,MARKET,19.84,0
SOLUSDT,SELL,MARKET,0.79,0
SOLUSDT,SELL,MARKET,6.14,0
MATICUSDT,SELL,MARKET,9.46,0
MATICUSDT,SELL,MARKET,14.19,0
DOTUSDT,SELL,MARKET,2.95,0
DOGEUSDT,SELL,MARKET,6.27,0
XRPUSDT,SELL,MARKET,10.25,0
ETHUSDT,SELL,MARKET,5.43,0
BNBUSDT,SELL,MARKET,15.95,0
ADAUSDT,BUY,MARKET,11.78,0
BTCUSDT,SELL,MARKET,8.91,0
BTCUSDT,SELL,MARKET,2.03,0
SOLUSDT,BUY,MARKET,17.78,0
AVAXUSDT,SELL,MARKET,7.87,0
BNBUSDT,SELL,MARKET,6.74,0
SOLUSDT,BUY,MARKET,7.49,0
BTCUSDT,BUY,MARKET,1.8,0
SOLUSDT,BUY,MARKET,8.68,0
MATICUSDT,SELL,MARKET,2.59,0
BNBUSDT,SELL,MARKET,8.29,0
MATICUSDT,SELL,MARKET,17.85,0
MATICUSDT,SELL,MARKET,0.32,0
BTCUSDT,SELL,MARKET,14.83,0
ETHUSDT,SELL,MARKET,3.01,0
BNBUSDT,SELL,MARKET,7.93,0
ETHUSDT,BUY,MARKET,19.14,0
ETHUSDT,BUY,MARKET,3.26,0
BTCUSDT,SELL,MARKET,11.52,0
ETHUSDT,BUY,MARKET,1.0,0
MATICUSDT,SELL,MARKET,2.88,0
SOLUSDT,BUY,MARKET,13.68,0
BTCUSDT,SELL,MARKET,11.14,0
XRPUSDT,BUY,MARKET,14.47,0
XRPUSDT,BUY,MARKET,15.25,0
ETHUSDT,SELL,MARKET,9.88,0
DOGEUSDT,SELL,MARKET,7.26,0
SOLUSDT,BUY,MARKET,17.73,0
DOTUSDT,SELL,MARKET,3.94,0
ETHUSDT,SELL,MARKET,2.69,0
AVAXUSDT,BUY,MARKET,16.23,0
MATICUSDT,SELL,MARKET,2.76,0
ETHUSDT,SELL,MARKET,8.67,0
MATICUSDT,BUY,MARKET,7.17,0
DOGEUSDT,BUY,MARKET,1.16,0
MATICUSDT,BUY,MARKET,6.1,0
ETHUSDT,SELL,MARKET,5.0,0
MATICUSDT,BUY,MARKET,18.26,0
DOGEUSDT,SELL,MARKET,1.21,0
DOGEUSDT,BUY,MARKET,15.12,0
BTCUSDT,SELL,MARKET,9.53,0
AVAXUSDT,SELL,MARKET,19.36,0
BNBUSDT,BUY,MARKET,14.93,0
ADAUSDT,SELL,MARKET,12.95,0
DOTUSDT,BUY,MARKET,11.69,0
AVAXUSDT,BUY,MARKET,11.68,0
MATICUSDT,SELL,MARKET,12.37,0
MATICUSDT,BUY,MARKET,18.02,0
DOGEUSDT,SELL,MARKET,4.95,0
MATICUSDT,SELL,MARKET,14.95,0
ETHUSDT,SELL,MARKET,9.31,0
ADAUSDT,SELL,MARKET,7.08,0
DOGEUSDT,SELL,MARKET,2.14,0
BNBUSDT,BUY,MARKET,1.58,0
AVAXUSDT,BUY,MARKET,14.21,0
MATICUSDT,BUY,MARKET,1.31,0
SOLUSDT,SELL,MARKET,5.93,0
DOTUSDT,BUY,MARKET,10.16,0
ADAUSDT,BUY,MARKET,19.59,0
BNBUSDT,BUY,MARKET,9.12,0
ADAUSDT,BUY,MARKET,11.04,0
SOLUSDT,SELL,MARKET,11.28,0
BNBUSDT,BUY,MARKET,2.89,0
SOLUSDT,BUY,MARKET,2.37,0
XRPUSDT,SELL,MARKET,13.93,0
SOLUSDT,SELL,MARKET,6.62,0
ETHUSDT,SELL,MARKET,10.3,0
DOGEUSDT,SELL,MARKET,0.94,0
BNBUSDT,BUY,MARKET,6.03,0
AVAXUSDT,SELL,MARKET,17.62,0
MATICUSDT,BUY,MARKET,19.39,0
DOGEUSDT,SELL,MARKET,3.8,0
BNBUSDT,SELL,MARKET,15.93,0
DOTUSDT,BUY,MARKET,6.71,0
DOTUSDT,BUY,MARKET,18.71,0
DOGEUSDT,BUY,MARKET,13.94,0
AVAXUSDT,SELL,MARKET,13.35,0
SOLUSDT,BUY,MARKET,14.39,0
AVAXUSDT,BUY,MARKET,15.84,0
AVAXUSDT,SELL,MARKET,11.68,0
BTCUSDT,BUY,MARKET,8.9,0
AVAXUSDT,BUY,MARKET,15.13,0
BNBUSDT,SELL,MARKET,15.93,0
MATICUSDT,SELL,MARKET,1.54,0
XRPUSDT,SELL,MARKET,13.79,0
MATICUSDT,BUY,MARKET,9.91,0
DOGEUSDT,BUY,MARKET,12.11,0
AVAXUSDT,BUY,MARKET,8.04,0
SOLUSDT,BUY,MARKET,14.15,0
DOTUSDT,SELL,MARKET,2.14,0
DOTUSDT,BUY,MARKET,0.29,0
DOGEUSDT,SELL,MARKET,9.15,0
MATICUSDT,SELL,MARKET,0.24,0
BTCUSDT,BUY,MARKET,14.82,0
MATICUSDT,SELL,MARKET,4.18,0
DOTUSDT,BUY,MARKET,8.42,0
ETHUSDT,BUY,MARKET,8.66,0
XRPUSDT,SELL,MARKET,4.37,0
BNBUSDT,BUY,MARKET,6.73,0
SOLUSDT,SELL,MARKET,19.52,0
DOGEUSDT,BUY,MARKET,12.43,0
DOTUSDT,BUY,MARKET,17.85,0
XRPUSDT,SELL,MARKET,13.58,0
BTCUSDT,SELL,MARKET,0.41,0
MATICUSDT,BUY,MARKET,19.53,0
ADAUSDT,BUY,MARKET,19.79,0
BTCUSDT,SELL,MARKET,7.27,0
DOGEUSDT,BUY,MARKET,17.23,0
BNBUSDT,BUY,MARKET,10.61,0
BTCUSDT,BUY,MARKET,5.9,0
ADAUSDT,BUY,MARKET,8.04,0
DOTUSDT,SELL,MARKET,6.58,0
MATICUSDT,BUY,MARKET,6.72,0
DOGEUSDT,SELL,MARKET,12.42,0
DOGEUSDT,SELL,MARKET,8.75,0
BNBUSDT,BUY,MARKET,2.89,0
AVAXUSDT,SELL,MARKET,8.99,0
BTCUSDT,BUY,MARKET,4.32,0
MATICUSDT,SELL,MARKET,0.59,0
ETHUSDT,BUY,MARKET,14.66,0
ETHUSDT,BUY,MARKET,16.47,0
XRPUSDT,BUY,MARKET,0.84,0
SOLUSDT,SELL,MARKET,3.99,0
SOLUSDT,SELL,MARKET,13.26,0
BTCUSDT,SELL,MARKET,1.42,0
BNBUSDT,SELL,MARKET,14.21,0
ADAUSDT,SELL,MARKET,11.12,0
DOTUSDT,BUY,MARKET,1.22,0
DOTUSDT,SELL,MARKET,0.45,0
SOLUSDT,BUY,MARKET,14.4,0
MATICUSDT,SELL,MARKET,12.25,0
ETHUSDT,SELL,MARKET,1.92,0
MATICUSDT,BUY,MARKET,15.93,0
MATICUSDT,SELL,MARKET,10.84,0
MATICUSDT,SELL,MARKET,14.76,0
BNBUSDT,SELL,MARKET,14.73,0
BTCUSDT,SELL,MARKET,13.57,0
XRPUSDT,SELL,MARKET,10.85,0
DOTUSDT,SELL,MARKET,8.13,0
DOTUSDT,BUY,MARKET,14.91,0
DOTUSDT,BUY,MARKET,1.01,0
DOGEUSDT,SELL,MARKET,1.07,0
DOTUSDT,BUY,MARKET,18.96,0
BNBUSDT,BUY,MARKET,0.47,0
ADAUSDT,SELL,MARKET,10.24,0
MATICUSDT,SELL,MARKET,17.36,0
SOLUSDT,BUY,MARKET,14.42,0
ETHUSDT,SELL,MARKET,12.07,0
DOTUSDT,BUY,MARKET,8.98,0
ETHUSDT,SELL,MARKET,18.52,0
XRPUSDT,SELL,MARKET,2.83,0
ETHUSDT,BUY,MARKET,2.35,0
ETHUSDT,SELL,MARKET,2.51,0
BNBUSDT,SELL,MARKET,1.21,0
BTCUSDT,BUY,MARKET,3.92,0
DOTUSDT,SELL,MARKET,18.54,0
ETHUSDT,BUY,MARKET,12.3,0
DOTUSDT,SELL,MARKET,4.41,0
SOLUSDT,BUY,MARKET,16.63,0
ETHUSDT,BUY,MARKET,9.92,0
BNBUSDT,SELL,MARKET,10.75,0
MATICUSDT,BUY,MARKET,12.33,0
DOGEUSDT,BUY,MARKET,3.13,0
MATICUSDT,BUY,MARKET,10.0,0
ETHUSDT,SELL,MARKET,17.84,0
DOGEUSDT,BUY,MARKET,9.44,0
MATICUSDT,SELL,MARKET,3.27,0
SOLUSDT,BUY,MARKET,2.6,0
MATICUSDT,SELL,MARKET,15.0,0
BNBUSDT,SELL,MARKET,0.28,0
BTCUSDT,SELL,MARKET,6.2,0
ADAUSDT,SELL,MARKET,6.02,0
DOTUSDT,BUY,MARKET,9.29,0
BTCUSDT,SELL,MARKET,14.99,0
SOLUSDT,BUY,MARKET,7.51,0
XRPUSDT,BUY,MARKET,16.75,0
BNBUSDT,SELL,MARKET,5.48,0
BNBUSDT,BUY,MARKET,0.6,0
AVAXUSDT,SELL,MARKET,13.64,0
AVAXUSDT,BUY,MARKET,3.26,0
XRPUSDT,BUY,MARKET,0.9,0
BNBUSDT,BUY,MARKET,7.93,0
ADAUSDT,SELL,MARKET,16.16,0
XRPUSDT,SELL,MARKET,11.73,0
SOLUSDT,SELL,MARKET,3.4,0
BTCUSDT,SELL,MARKET,9.08,0
ETHUSDT,BUY,MARKET,15.62,0
ETHUSDT,SELL,MARKET,6.84,0
ADAUSDT,SELL,MARKET,4.78,0
ETHUSDT,SELL,MARKET,18.95,0
DOTUSDT,SELL,MARKET,10.3,0
ADAUSDT,SELL,MARKET,2.23,0
DOTUSDT,SELL,MARKET,12.35,0
AVAXUSDT,SELL,MARKET,0.8,0
MATICUSDT,SELL,MARKET,10.35,0
ADAUSDT,SELL,MARKET,4.76,0
AVAXUSDT,BUY,MARKET,13.99,0
BNBUSDT,BUY,MARKET,4.47,0
BTCUSDT,BUY,MARKET,0.61,0
ETHUSDT,SELL,MARKET,12.83,0
BNBUSDT,SELL,MARKET,15.28,0
ADAUSDT,SELL,MARKET,7.35,0
AVAXUSDT,SELL,MARKET,8.11,0
DOTUSDT,SELL,MARKET,2.4,0
ETHUSDT,BUY,MARKET,9.43,0
AVAXUSDT,SELL,MARKET,7.8,0
ADAUSDT,SELL,MARKET,14.51,0
SOLUSDT,SELL,MARKET,7.47,0
XRPUSDT,BUY,MARKET,7.11,0
XRPUSDT,SELL,MARKET,18.38,0
AVAXUSDT,SELL,MARKET,7.04,0
DOTUSDT,BUY,MARKET,0.84,0
MATICUSDT,BUY,MARKET,4.82,0
BNBUSDT,BUY,MARKET,6.98,0
BNBUSDT,SELL,MARKET,6.05,0
DOGEUSDT,BUY,MARKET,0.26,0
DOTUSDT,SELL,MARKET,12.76,0
DOTUSDT,BUY,MARKET,4.97,0
MATICUSDT,BUY,MARKET,19.5,0
XRPUSDT,BUY,MARKET,0.64,0
AVAXUSDT,SELL,MARKET,19.63,0
ETHUSDT,BUY,MARKET,17.62,0
BNBUSDT,SELL,MARKET,5.95,0
MATICUSDT,SELL,MARKET,2.35,0
DOTUSDT,SELL,MARKET,13.93,0
XRPUSDT,BUY,MARKET,5.45,0
DOTUSDT,SELL,MARKET,5.05,0
BNBUSDT,BUY,MARKET,19.56,0
DOTUSDT,BUY,MARKET,1.5,0
BTCUSDT,SELL,MARKET,0.62,0
BTCUSDT,BUY,MARKET,5.26,0
ADAUSDT,SELL,MARKET,5.3,0
DOTUSDT,BUY,MARKET,14.68,0
AVAXUSDT,BUY,MARKET,9.5,0
MATICUSDT,SELL,MARKET,15.81,0
AVAXUSDT,SELL,MARKET,11.46,0
AVAXUSDT,BUY,MARKET,5.89,0
BTCUSDT,BUY,MARKET,9.68,0
XRPUSDT,SELL,MARKET,13.3,0
ADAUSDT,SELL,MARKET,7.85,0
ADAUSDT,SELL,MARKET,13.14,0
DOGEUSDT,BUY,MARKET,11.93,0
DOGEUSDT,SELL,MARKET,12.99,0
XRPUSDT,SELL,MARKET,10.07,0
DOTUSDT,BUY,MARKET,6.3,0
ETHUSDT,SELL,MARKET,7.11,0
BTCUSDT,BUY,MARKET,19.91,0
SOLUSDT,SELL,MARKET,13.96,0
ADAUSDT,SELL,MARKET,11.01,0
MATICUSDT,SELL,MARKET,2.1,0
ADAUSDT,BUY,MARKET,0.66,0
SOLUSDT,BUY,MARKET,10.58,0
BNBUSDT,BUY,MARKET,15.57,0
SOLUSDT,SELL,MARKET,10.51,0
BTCUSDT,BUY,MARKET,1.08,0
MATICUSDT,BUY,MARKET,13.89,0
MATICUSDT,SELL,MARKET,0.38,0
ETHUSDT,BUY,MARKET,10.92,0
DOGEUSDT,SELL,MARKET,12.1,0
XRPUSDT,BUY,MARKET,9.73,0
DOTUSDT,BUY,MARKET,13.72,0
DOTUSDT,BUY,MARKET,14.11,0
MATICUSDT,SELL,MARKET,5.51,0
AVAXUSDT,BUY,MARKET,13.25,0
ADAUSDT,BUY,MARKET,8.19,0
BNBUSDT,SELL,MARKET,7.06,0
DOTUSDT,BUY,MARKET,5.35,0
ADAUSDT,SELL,MARKET,10.32,0
ADAUSDT,SELL,MARKET,5.86,0
ETHUSDT,BUY,MARKET,5.62,0
DOGEUSDT,SELL,MARKET,13.21,0
ADAUSDT,BUY,MARKET,15.16,0
XRPUSDT,SELL,MARKET,18.95,0
BTCUSDT,SELL,MARKET,14.12,0
BTCUSDT,BUY,MARKET,2.74,0
SOLUSDT,SELL,MARKET,16.62,0
